Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
4029,James,Christina,karen77@example.com,62,M,437822764541,Agriculture,25045,CTX,CR,2021-07-28,2023-05-10,2023-05-06,124350,CUST4029,Jamie Ward,2280,Société,Retrait,REF4029,4.33,5,2022-03-19
4030,Tate,Corey,tamarawalters@example.org,47,F,492500913311,Transport,85409,CTX,CR,2019-02-28,2023-08-23,2023-03-27,312363,CUST4030,Ashley Johnson,928,TRE,Versement,REF4030,4.77,3,2023-08-05
4031,Taylor,Joseph,fhunter@example.com,30,M,260792490684,Santé,15072,CTX,CCT,2019-06-06,2023-02-06,2023-03-30,621952,CUST4031,Eddie Todd,1387,Société,Retrait,REF4031,4.5,3,2023-06-17
4032,Salazar,Donald,ruizgene@example.net,46,F,841402398599,Travaux Publics,79517,Arrangement C.,CR,2018-11-12,2023-06-17,2023-06-17,967941,CUST4032,Warren Fry,185,Société,Retrait,REF4032,4.66,7,2021-12-04
4033,Moore,Michael,hstewart@example.net,52,F,781753400100,Tourisme,56329,Arrangement C.,CR,2019-12-14,2022-11-07,2023-06-13,956996,CUST4033,Michael Simpson,1361,TRE,Retrait,REF4033,1.19,2,2022-10-25
4034,Rosales,Michelle,xconway@example.net,57,F,120236365051,Autre activité,47436,CTX,CR,2020-07-19,2023-10-08,2023-07-25,152098,CUST4034,Gregory Riggs,3253,Personnel,Versement,REF4034,2.95,2,2022-06-23
4035,Martinez,James,eandrews@example.org,57,F,659748922165,Travaux Publics,53506,Arrangement C.,CCT,2023-08-29,2023-01-29,2023-04-19,955488,CUST4035,Eric French,3772,Personnel,Retrait,REF4035,2.53,2,2022-05-17
4036,Munoz,Kayla,lcasey@example.com,58,M,574068357647,Travaux Publics,39312,CTX,CR,2023-01-27,2023-03-14,2023-03-30,399344,CUST4036,James Moore,1282,TRE,Virement,REF4036,2.9,8,2022-08-25
4037,Martinez,Brian,zamorachristopher@example.com,69,F,821534873795,Tourisme,61887,CTX,CR,2018-10-25,2023-08-07,2022-11-14,450965,CUST4037,Debra Johnson,3746,Société,Versement,REF4037,1.96,9,2022-09-30
4038,Walker,Monica,carrie82@example.com,67,F,870396849315,Commerce et Dist.,50137,CTX,CCT,2021-07-31,2023-02-20,2023-07-05,682399,CUST4038,Elizabeth Ferguson,2472,Société,Versement,REF4038,4.08,8,2023-01-19
4039,Gonzalez,Kimberly,susanwebb@example.net,30,F,575983909185,Santé,84417,CTX,CCT,2022-04-08,2023-06-26,2023-05-15,821297,CUST4039,Toni Hodge,2000,TRE,Versement,REF4039,4.32,9,2021-10-11
4040,Griffin,Mitchell,jonesjoseph@example.net,62,M,292455091042,Transport,58095,Arrangement C.,CR,2022-06-24,2023-05-19,2023-05-08,400211,CUST4040,Deanna Robles,687,Personnel,Virement,REF4040,2.73,9,2022-07-29
4041,Jennings,Scott,aevans@example.org,36,M,150911030955,Commerce et Dist.,24453,CTX,CR,2018-12-11,2023-03-31,2022-12-23,527995,CUST4041,Annette Johnson,376,Société,Retrait,REF4041,3.62,6,2021-12-30
4042,Lee,Henry,matthew75@example.net,51,F,114434496412,Agriculture,61069,CTX,CCT,2020-08-29,2022-12-20,2023-08-21,782262,CUST4042,Mark Ferguson,1027,Société,Retrait,REF4042,1.8,5,2022-03-15
4043,Fowler,Nicholas,grahamjamie@example.org,49,M,546033832133,Commerce et Dist.,22890,Arrangement C.,CCT,2020-01-18,2022-10-14,2022-12-16,989281,CUST4043,David Nash,2103,Société,Versement,REF4043,2.21,2,2022-09-24
4044,Ross,Melinda,amy22@example.net,53,F,689508210138,Santé,94518,Arrangement C.,CCT,2021-08-23,2023-01-06,2023-03-30,420655,CUST4044,Jason Foster,2258,Personnel,Virement,REF4044,4.2,9,2022-11-22
4045,Pierce,Deborah,emilynguyen@example.org,34,F,157468871217,Tourisme,17054,Arrangement C.,CCT,2019-09-18,2022-11-11,2023-01-06,504715,CUST4045,Zachary Johnson,255,Personnel,Retrait,REF4045,1.37,8,2023-06-06
4046,Williams,Amber,rogersrichard@example.net,25,M,415122929207,Santé,74962,Arrangement C.,CR,2021-11-30,2023-05-31,2022-11-05,641603,CUST4046,Rebecca Huber,1004,TRE,Retrait,REF4046,2.5,5,2023-01-09
4047,Scott,Jon,ericmarsh@example.com,67,M,890874598174,Santé,3345,CTX,CR,2021-01-30,2023-02-13,2023-06-03,437263,CUST4047,Dillon Smith,3799,Personnel,Retrait,REF4047,3.58,1,2021-10-11
4048,Atkinson,Kevin,sandrabenson@example.net,59,M,428612890781,Santé,41582,CTX,CR,2020-11-13,2023-07-04,2023-02-16,373171,CUST4048,Joseph Lynch,1827,TRE,Retrait,REF4048,4.46,1,2023-04-20
4049,Maynard,Cynthia,mitchelljesse@example.org,30,M,790732724432,Agriculture,82960,CTX,CR,2019-10-29,2023-01-20,2023-03-16,569307,CUST4049,Paul Hernandez,3439,Société,Retrait,REF4049,4.29,7,2022-02-01
4050,Stewart,Tracy,darrell07@example.com,62,M,606857946951,Agriculture,62816,CTX,CR,2019-10-23,2023-07-25,2023-01-16,388846,CUST4050,Brian Ayers,4311,Société,Virement,REF4050,4.86,4,2023-08-14
4051,Fisher,Kimberly,benitezlisa@example.org,51,F,389627158920,Santé,90419,CTX,CR,2021-12-03,2023-02-04,2023-06-21,436022,CUST4051,Connie Parrish,423,Société,Versement,REF4051,4.62,6,2023-03-10
4052,Williams,Antonio,youngconnie@example.com,62,M,674235266253,Transport,40154,CTX,CR,2023-06-19,2023-08-01,2023-04-13,469957,CUST4052,James Griffith,4726,Société,Versement,REF4052,3.81,2,2023-04-23
4053,Nash,Leslie,bassgary@example.com,32,F,383520555929,Agriculture,7940,Arrangement C.,CCT,2019-12-22,2023-02-27,2023-01-14,888027,CUST4053,Bobby Krause,3892,Personnel,Versement,REF4053,1.95,2,2023-03-08
4054,Ramirez,Brenda,levydiamond@example.net,30,F,364638179369,Autre activité,41529,Arrangement C.,CR,2022-11-16,2023-07-03,2023-06-09,99167,CUST4054,Nancy Vaughan,3263,TRE,Retrait,REF4054,1.26,5,2022-02-09
4055,Johnson,Charles,charles24@example.org,23,M,998418171858,Tourisme,34715,Arrangement C.,CR,2019-10-14,2023-01-05,2023-05-09,674706,CUST4055,Leonard Freeman,2000,Personnel,Virement,REF4055,4.6,2,2023-01-15
4056,Williams,Brandon,reynoldsbrooke@example.com,64,F,914207406426,Santé,16661,Arrangement C.,CCT,2022-10-01,2023-09-23,2023-07-27,152392,CUST4056,Edward Phillips,1773,TRE,Virement,REF4056,1.26,10,2023-09-03
4057,Jefferson,Shane,kristin00@example.org,56,M,197956843180,Commerce et Dist.,32361,Arrangement C.,CR,2019-01-04,2023-05-17,2023-09-17,801094,CUST4057,Carol Turner,1845,TRE,Retrait,REF4057,1.88,3,2022-12-16
4058,Durham,Nancy,xortiz@example.net,47,F,372505165721,Commerce et Dist.,18077,Arrangement C.,CCT,2022-04-11,2023-09-16,2023-04-28,571244,CUST4058,Ashley Jordan,1836,Personnel,Versement,REF4058,4.01,9,2021-12-28
4059,Leonard,Jason,andrewbeasley@example.net,18,F,921878030914,Agriculture,73668,CTX,CR,2020-03-22,2022-10-19,2023-06-30,475584,CUST4059,Crystal Smith,3141,Personnel,Versement,REF4059,2.68,7,2023-05-05
4060,Webb,Sharon,sanchezcynthia@example.org,56,F,511614723011,Tourisme,35527,Arrangement C.,CR,2023-05-19,2022-11-04,2023-02-13,894203,CUST4060,Rachel Wiley,3580,Société,Versement,REF4060,3.04,3,2023-09-03
4061,Hernandez,Colin,qalexander@example.com,48,M,193525414613,Autre activité,73104,CTX,CCT,2022-02-02,2023-05-21,2023-09-20,833227,CUST4061,Cynthia Morales,1790,TRE,Virement,REF4061,2.79,4,2023-06-30
4062,Williams,Jeremy,wpena@example.net,50,F,180105288150,Santé,85862,Arrangement C.,CCT,2019-04-13,2023-05-03,2023-08-27,213692,CUST4062,Daniel Wilkins,3264,TRE,Retrait,REF4062,4.83,9,2022-04-30
4063,Steele,Laura,amandasolis@example.org,18,F,143385716200,Tourisme,70825,Arrangement C.,CR,2019-11-09,2023-09-13,2022-11-12,321763,CUST4063,Jeffrey Curtis,1926,TRE,Retrait,REF4063,3.53,1,2023-05-13
4064,Taylor,Zachary,thomaslopez@example.net,45,F,983418189772,Agriculture,41275,CTX,CR,2020-06-18,2023-09-08,2023-06-12,758204,CUST4064,Tara Barr,4968,TRE,Retrait,REF4064,2.22,1,2022-05-28
4065,Morgan,Michael,murphylauren@example.org,41,M,523882827954,Commerce et Dist.,6993,Arrangement C.,CCT,2019-09-19,2023-09-09,2023-01-02,218653,CUST4065,Douglas Perry,4841,TRE,Versement,REF4065,2.29,9,2022-11-11
4066,Waller,Evan,shawngarcia@example.com,48,F,358606330510,Autre activité,21802,Arrangement C.,CR,2020-09-08,2023-05-06,2023-01-28,978233,CUST4066,Christopher Edwards,1880,TRE,Retrait,REF4066,3.69,2,2023-08-28
4067,Dunn,Wendy,martin73@example.org,51,F,689105233373,Travaux Publics,43218,CTX,CCT,2022-06-02,2023-08-04,2023-09-13,256240,CUST4067,Roberto Robinson,1360,Société,Retrait,REF4067,1.36,1,2021-12-28
4068,Turner,Kristen,kingwilliam@example.net,62,M,196266575531,Transport,57596,CTX,CR,2021-11-07,2023-02-20,2023-08-16,821547,CUST4068,David Morrison,2340,Société,Retrait,REF4068,4.51,5,2022-06-28
4069,King,Robert,fhayes@example.com,27,F,883471983987,Tourisme,25731,CTX,CR,2023-09-28,2022-12-19,2023-03-24,333183,CUST4069,Lisa Smith,4092,Société,Versement,REF4069,4.3,3,2023-08-26
4070,Moore,James,wilsontammy@example.org,56,M,106920162470,Santé,77931,Arrangement C.,CCT,2021-03-29,2023-06-23,2023-03-07,596217,CUST4070,Sarah Levine,3406,TRE,Virement,REF4070,1.35,6,2023-08-10
4071,Miller,Erica,daniellebell@example.net,60,M,503908727260,Commerce et Dist.,76747,CTX,CR,2021-12-03,2023-08-24,2023-02-15,454700,CUST4071,Danielle Willis,1947,Personnel,Retrait,REF4071,2.38,8,2021-11-01
4072,Dean,Edward,watsonjoshua@example.com,69,M,632367720899,Travaux Publics,31557,Arrangement C.,CR,2021-07-26,2023-06-23,2023-01-01,725882,CUST4072,Daniel Bright,906,Société,Virement,REF4072,3.83,5,2021-11-08
4073,Johnson,Jasmine,janetbright@example.org,19,M,106765866423,Santé,60934,CTX,CCT,2018-12-02,2023-07-27,2022-12-16,98159,CUST4073,Sophia Smith,1950,TRE,Retrait,REF4073,3.98,4,2023-09-15
4074,Jones,Kyle,bradwood@example.org,32,M,414185533614,Tourisme,70659,CTX,CR,2021-03-17,2023-01-21,2022-10-26,822289,CUST4074,Sean Rivera,2215,Société,Virement,REF4074,3.01,1,2022-02-19
4075,Eaton,Francis,lorigarcia@example.com,25,F,702987443112,Commerce et Dist.,74467,CTX,CCT,2023-06-13,2022-12-09,2023-02-03,257200,CUST4075,Melanie King,427,Société,Virement,REF4075,1.63,9,2022-01-24
4076,Robinson,Laura,gutierrezbrenda@example.com,20,M,112462248561,Travaux Publics,25101,Arrangement C.,CR,2020-07-26,2023-03-09,2023-08-13,81690,CUST4076,Paula Franklin,1861,TRE,Versement,REF4076,3.36,10,2021-11-18
4077,Reilly,Jenna,joshuasmith@example.net,64,F,288486520770,Travaux Publics,87849,CTX,CCT,2020-11-07,2023-08-04,2023-06-18,626423,CUST4077,Jermaine Jackson,2276,TRE,Versement,REF4077,4.27,4,2022-09-03
4078,Chambers,Brittany,ihart@example.com,41,M,709442546330,Transport,37325,CTX,CCT,2022-07-15,2023-07-25,2023-06-11,459430,CUST4078,Kenneth Taylor,1054,TRE,Virement,REF4078,4.57,3,2022-05-22
4079,Andrews,Terri,kvazquez@example.net,44,F,820656584358,Autre activité,89176,Arrangement C.,CR,2019-07-25,2023-08-06,2023-05-29,748703,CUST4079,Terry Adams,4561,TRE,Versement,REF4079,4.39,5,2022-02-20
4080,Fields,Whitney,cnicholson@example.net,67,F,878719040174,Autre activité,92034,Arrangement C.,CR,2021-10-20,2023-03-22,2023-08-16,781031,CUST4080,Alex Jackson,1524,Personnel,Virement,REF4080,1.04,1,2022-12-06
4081,Taylor,Sarah,velezcharles@example.org,52,F,869287990750,Autre activité,43,Arrangement C.,CR,2021-07-31,2022-11-30,2022-10-27,556703,CUST4081,Jordan Lopez,849,Personnel,Retrait,REF4081,3.62,9,2022-05-12
4082,Dudley,Megan,bennettwilliam@example.com,46,M,566735856803,Commerce et Dist.,74203,Arrangement C.,CR,2023-10-09,2023-05-31,2023-06-30,804585,CUST4082,Sara Allen,2488,TRE,Virement,REF4082,1.54,6,2022-04-14
4083,Nolan,Stephen,paulahanna@example.net,61,F,878410829992,Autre activité,34949,CTX,CR,2018-12-06,2023-03-05,2022-10-28,961932,CUST4083,Michael Flowers,4210,Personnel,Versement,REF4083,4.46,3,2022-10-07
4084,Alexander,Zachary,wilkinsian@example.org,49,M,990142293582,Tourisme,38484,Arrangement C.,CR,2022-06-19,2023-08-16,2022-10-25,819858,CUST4084,Karen Webb,3977,Société,Versement,REF4084,1.76,4,2022-01-02
4085,Byrd,Robert,ygreen@example.org,41,M,657848248528,Commerce et Dist.,64377,CTX,CR,2023-05-04,2022-10-14,2023-09-28,567041,CUST4085,Ann Friedman,3083,Société,Versement,REF4085,2.3,7,2023-06-05
4086,Davis,Laura,ernest41@example.com,54,M,778398842484,Autre activité,93883,Arrangement C.,CR,2020-04-21,2023-06-10,2022-12-24,630393,CUST4086,Lori Smith,2064,Société,Virement,REF4086,3.31,8,2021-10-13
4087,Allen,Melissa,serickson@example.org,53,M,97735210228,Autre activité,45673,CTX,CCT,2019-07-05,2023-08-11,2023-07-22,944858,CUST4087,Megan Schneider,4273,TRE,Versement,REF4087,2.56,3,2023-04-25
4088,Stephens,David,ginashaffer@example.org,31,F,818140806243,Travaux Publics,50889,CTX,CCT,2019-06-12,2023-04-07,2023-02-24,671677,CUST4088,Elizabeth Spencer,3376,TRE,Virement,REF4088,3.08,1,2022-10-05
4089,Hunt,Donna,terrisawyer@example.com,61,M,440676487967,Travaux Publics,90987,CTX,CCT,2018-12-24,2022-10-27,2023-01-10,143456,CUST4089,Sara Hunt,628,Société,Retrait,REF4089,3.43,1,2023-07-21
4090,Holloway,April,alejandro99@example.org,67,M,443950305703,Tourisme,13367,CTX,CR,2023-01-23,2023-09-20,2023-04-02,764066,CUST4090,Jessica Jackson,3321,TRE,Versement,REF4090,3.01,7,2023-05-13
4091,Harrington,Elizabeth,qcarroll@example.com,41,M,784293629215,Travaux Publics,73547,Arrangement C.,CCT,2023-10-05,2023-07-31,2023-01-19,64087,CUST4091,Donald Camacho,2412,Personnel,Versement,REF4091,3.63,5,2022-07-05
4092,Meyer,Paula,mary32@example.org,50,M,868726690865,Travaux Publics,68516,CTX,CCT,2023-09-27,2023-01-21,2023-04-12,706783,CUST4092,Kelly Werner,4173,Personnel,Virement,REF4092,2.61,2,2022-01-01
4093,Orr,Franklin,shelby31@example.com,52,F,162605775976,Travaux Publics,30379,CTX,CCT,2023-02-28,2023-08-12,2023-02-12,319023,CUST4093,Lori Miranda,2830,Personnel,Virement,REF4093,4.07,4,2023-03-31
4094,Combs,Shirley,amandawheeler@example.com,52,M,56586589445,Santé,54302,Arrangement C.,CR,2020-05-22,2022-11-30,2023-06-11,550895,CUST4094,Phillip David,1871,Société,Retrait,REF4094,2.87,2,2023-10-03
4095,Taylor,Natalie,nicole47@example.net,25,M,805911745767,Commerce et Dist.,47387,Arrangement C.,CR,2019-02-19,2022-12-04,2022-11-29,168582,CUST4095,Janet Bryant,3915,Société,Versement,REF4095,4.09,10,2022-10-23
4096,Perez,Jennifer,blake98@example.org,62,M,228943135067,Santé,96894,Arrangement C.,CR,2021-12-19,2023-07-18,2023-06-17,925076,CUST4096,Jason Burton,4489,TRE,Versement,REF4096,4.7,2,2022-06-07
4097,Olsen,Brianna,jeremyanderson@example.com,20,F,419742558073,Santé,81630,Arrangement C.,CCT,2020-09-17,2023-08-08,2022-11-03,89006,CUST4097,Annette Lloyd,334,Personnel,Virement,REF4097,3.66,9,2023-03-08
4098,Alvarez,Ryan,lmann@example.net,65,M,210005395741,Transport,56781,CTX,CCT,2019-09-07,2023-01-07,2023-01-16,953291,CUST4098,Bridget Blanchard,1897,Personnel,Virement,REF4098,1.69,5,2023-05-20
4099,Guzman,Jessica,xgray@example.net,67,M,494055422286,Tourisme,18713,Arrangement C.,CR,2023-02-10,2023-10-02,2023-08-17,149371,CUST4099,Kerry Juarez,1731,Personnel,Versement,REF4099,3.36,8,2022-09-04
4100,Chung,Kimberly,morgan38@example.net,22,M,576818992324,Commerce et Dist.,38945,Arrangement C.,CR,2023-01-05,2023-04-13,2022-10-18,682931,CUST4100,Nicholas Hunter,2247,TRE,Virement,REF4100,3.37,1,2023-04-18
4101,Sullivan,Gary,turnercarlos@example.net,24,F,760112509460,Autre activité,67291,Arrangement C.,CR,2020-04-27,2023-09-11,2022-11-20,626541,CUST4101,Robert Sanchez,2345,Personnel,Retrait,REF4101,1.33,7,2023-06-15
4102,Combs,Terri,christinabrennan@example.com,52,F,935825697616,Transport,52023,Arrangement C.,CR,2020-05-24,2023-03-03,2023-09-19,632131,CUST4102,Amanda Sutton,4898,Personnel,Versement,REF4102,4.49,7,2023-06-14
4103,Lucas,Daniel,scottmccall@example.net,28,M,128854481133,Santé,19008,Arrangement C.,CR,2021-06-12,2022-12-31,2023-03-22,545339,CUST4103,Teresa Kidd,2146,Personnel,Versement,REF4103,4.18,2,2022-10-08
4104,Carlson,Stacie,ndouglas@example.net,44,M,626718862402,Agriculture,86848,CTX,CR,2020-03-06,2023-06-12,2022-12-13,369783,CUST4104,Rachel Coleman,4429,Personnel,Retrait,REF4104,2.43,6,2022-08-16
4105,Rodriguez,Brittany,steelerichard@example.net,43,F,832466588049,Santé,30930,CTX,CCT,2022-08-26,2023-06-06,2023-05-17,741401,CUST4105,Joshua Glover,112,Personnel,Virement,REF4105,1.73,6,2022-06-08
4106,Perez,Kurt,david37@example.org,53,M,709431362460,Autre activité,21095,Arrangement C.,CCT,2022-05-27,2022-11-14,2023-03-18,95603,CUST4106,Tina Underwood,347,Société,Retrait,REF4106,4.14,3,2021-11-18
4107,Romero,Katie,waltonjim@example.net,61,F,391999033281,Agriculture,61870,CTX,CCT,2018-12-21,2023-02-20,2023-09-15,677939,CUST4107,John Vincent,4675,Personnel,Retrait,REF4107,3.32,7,2022-04-11
4108,Lutz,Beth,moranrebecca@example.org,24,F,223164440414,Transport,18277,Arrangement C.,CR,2021-08-19,2023-03-07,2023-01-11,822077,CUST4108,Mary Sanchez,2110,Personnel,Virement,REF4108,2.1,4,2023-08-09
4109,Figueroa,Scott,mortonadam@example.net,40,M,307210667434,Tourisme,69380,CTX,CCT,2021-02-10,2022-12-31,2023-07-27,103035,CUST4109,Jordan May,3160,Personnel,Versement,REF4109,3.39,6,2022-11-21
4110,Graham,Christy,wlopez@example.org,34,M,801071967311,Santé,32191,Arrangement C.,CCT,2022-12-11,2023-09-03,2022-12-03,233433,CUST4110,Larry Stevens,913,Personnel,Retrait,REF4110,4.64,3,2022-07-18
4111,Odonnell,Adrian,kristopherwalker@example.org,44,M,941897848329,Santé,23201,Arrangement C.,CR,2019-10-05,2023-09-01,2023-09-25,114708,CUST4111,Chris Wang,3866,Personnel,Virement,REF4111,3.25,8,2022-11-19
4112,Morton,Paul,gibsonjacob@example.com,60,M,926506236923,Tourisme,19423,CTX,CCT,2020-01-03,2023-09-21,2023-06-15,287006,CUST4112,Stephanie Hall,659,Personnel,Retrait,REF4112,1.8,6,2023-10-06
4113,Lawson,Rachel,justinthompson@example.org,61,M,171516409419,Commerce et Dist.,74866,CTX,CR,2022-12-16,2022-12-15,2022-10-19,68104,CUST4113,William Martinez,2829,Personnel,Virement,REF4113,3.92,5,2023-02-01
4114,Cook,Jessica,thomas34@example.org,68,F,975388543843,Agriculture,75947,Arrangement C.,CCT,2022-04-28,2023-01-07,2022-10-13,676622,CUST4114,Roberta Williams,803,Personnel,Versement,REF4114,3.51,2,2022-05-22
4115,Lee,John,tyler93@example.org,53,F,635368447508,Autre activité,99003,Arrangement C.,CCT,2021-04-03,2023-04-26,2023-06-21,679388,CUST4115,Troy Lee,343,TRE,Virement,REF4115,2.81,2,2022-08-04
4116,Hunt,Luis,aallen@example.org,35,F,590072664452,Santé,82425,Arrangement C.,CCT,2019-08-21,2023-08-01,2023-05-26,227303,CUST4116,Daniel Hickman,4022,Société,Versement,REF4116,1.76,4,2023-03-26
4117,Smith,Aaron,fwilson@example.org,44,M,894381098061,Commerce et Dist.,75664,CTX,CCT,2022-06-15,2023-03-07,2023-04-27,247952,CUST4117,Dustin Macdonald,2858,Société,Versement,REF4117,1.39,3,2023-09-06
4118,Torres,Andrew,ycarson@example.com,52,M,31568231508,Transport,50465,CTX,CR,2020-04-06,2022-10-20,2022-10-12,783302,CUST4118,April Meyers,2501,Personnel,Retrait,REF4118,3.33,7,2022-05-08
4119,Adams,Nicole,cgutierrez@example.org,53,F,403423422760,Santé,85889,CTX,CCT,2020-11-15,2023-06-27,2023-04-08,979551,CUST4119,Steven Perez,4410,Société,Retrait,REF4119,4.5,6,2022-04-16
4120,Marshall,Whitney,qstein@example.net,44,M,801714381032,Transport,71068,CTX,CR,2022-04-06,2022-10-30,2022-10-26,459143,CUST4120,Joy Padilla,1139,TRE,Versement,REF4120,2.19,5,2023-05-01
4121,Owens,Julie,joshua64@example.org,50,F,272290756151,Tourisme,24358,Arrangement C.,CCT,2019-05-01,2023-09-14,2023-02-07,348575,CUST4121,Nicole Johnson,171,Société,Virement,REF4121,1.57,2,2022-08-21
4122,Howard,George,gonzalezdavid@example.com,58,M,554534245372,Commerce et Dist.,85815,CTX,CR,2019-12-17,2023-09-30,2023-02-16,847444,CUST4122,Brendan Keller,1926,Société,Versement,REF4122,1.91,7,2023-01-01
4123,Payne,John,megancastillo@example.net,48,F,56139546328,Santé,71623,Arrangement C.,CCT,2020-09-30,2023-08-29,2023-03-25,866873,CUST4123,Amy Montes,4626,Société,Virement,REF4123,1.51,8,2023-03-04
4124,Thomas,Sandra,ydavila@example.org,28,M,806211957337,Autre activité,40777,CTX,CR,2023-02-04,2023-02-06,2023-07-07,170264,CUST4124,Steven Webb,2888,Société,Virement,REF4124,4.56,1,2023-03-09
4125,Dunn,Suzanne,william02@example.com,56,F,820293369896,Agriculture,75272,Arrangement C.,CCT,2019-05-12,2022-10-26,2023-01-09,979030,CUST4125,Bradley Cooper,4812,TRE,Virement,REF4125,3.96,8,2022-10-22
4126,Lopez,Sherri,rojaswendy@example.net,70,M,39074237570,Santé,14067,Arrangement C.,CCT,2019-08-14,2022-11-27,2023-06-25,494248,CUST4126,James Garcia,232,TRE,Retrait,REF4126,2.49,5,2022-11-19
4127,Gomez,Hannah,alison16@example.net,34,M,84259538771,Transport,26312,Arrangement C.,CR,2021-08-16,2023-05-24,2022-12-01,686915,CUST4127,Karen Rhodes,1083,Personnel,Versement,REF4127,4.43,8,2022-07-18
4128,Nichols,Michael,kevin61@example.com,54,F,589209744562,Autre activité,65993,CTX,CCT,2022-12-25,2023-03-20,2023-05-22,201294,CUST4128,Anne Morris,4043,Personnel,Retrait,REF4128,2.52,7,2022-01-24
4129,Buchanan,Stephen,simpsoncalvin@example.org,51,M,491889986023,Transport,95123,Arrangement C.,CR,2020-10-30,2023-01-14,2022-12-14,290948,CUST4129,Jim Blackburn,1338,TRE,Versement,REF4129,2.23,1,2022-03-30
4130,Stone,Heather,hmedina@example.org,59,F,472520923602,Transport,46542,CTX,CCT,2020-04-27,2023-03-22,2023-04-29,174182,CUST4130,Michelle Green,2572,Personnel,Virement,REF4130,2.25,6,2022-12-24
4131,Elliott,Wesley,pmays@example.com,65,F,629295493441,Agriculture,83933,CTX,CCT,2019-10-01,2023-08-06,2023-06-08,405226,CUST4131,Robert Jackson,4524,Personnel,Versement,REF4131,3.43,9,2023-03-31
4132,Garcia,Victor,jonathan18@example.org,42,M,539572502391,Commerce et Dist.,38474,Arrangement C.,CR,2018-12-09,2023-06-10,2023-01-21,109734,CUST4132,Jennifer Baker,1816,Société,Versement,REF4132,2.19,5,2021-10-15
4133,Callahan,Brandon,jmaxwell@example.org,28,M,71813538623,Tourisme,73542,Arrangement C.,CR,2023-04-26,2023-06-19,2023-01-28,390395,CUST4133,Adam Phillips,3132,Société,Retrait,REF4133,3.17,5,2022-03-07
4134,Hartman,Lori,josephwright@example.com,36,F,374356632102,Santé,76753,Arrangement C.,CCT,2022-04-30,2023-02-25,2023-06-08,438328,CUST4134,Angela Brady,3371,Personnel,Retrait,REF4134,4.54,5,2023-03-01
